"id","name","friends_count","screen_name","location","description","listed_count","followers_count","favourites_count","created_at","user_key","lang","verified","time_zone","statuses_count"
"750367533660774406","Andreas Stern",149,"sternandreas404","","",2,17,28,"Tue Jul 05 16:35:35 +0000 2016","sternandreas404","de",false,"Madrid",253
"731123255457816577","Карточный Домик",3047,"WhiteHouseCards","Washington, DC","«Я всегда считал, что власть важнее денег, но когда доходит до выборов, именно деньги обеспечивают власть»",10,9426,0,"Fri May 13 14:05:42 +0000 2016","whitehousecards","ru",false,"Moscow",385
"2429465939","Арсений или Роман",241,"Arseni_Roman","","У меня черный пояс по сарказму.",4,72,3234,"Sat Mar 22 19:35:29 +0000 2014","arseni_roman","ru",false,"Moscow",1281
"2482076083","Сестра Джуд Мартин",226,"Bratuha_Borcuha","","",1,90,2048,"Wed May 07 12:57:38 +0000 2014","bratuha_borcuha","ru",false,"Moscow",1131
"735790317048344576","Брови Брежнева",6565,"bydrbre_","","секси-генсекси.  #бровибрежнева снова в деле.       МЫ ВЕРНУЛИСЬ!þБрови Вконтакте - http://vk.com/bydrbre",19,14353,96,"Thu May 26 11:10:56 +0000 2016","bydrbre_","ru",false,"Moscow",1035
"723434980177633280","Erdollum",4845,"erdollum","","Keiner kann uns verbieten, uns so zu äußern, wie wir es wollen! Wir sind für die Meinungsfreiheit!",45,5811,2986,"Fri Apr 22 08:55:14 +0000 2016","erdollum","de",false,"Berlin",2556
"2588336851","спектор",211,"inspectAn","Москва","Бывал на других планетах",4,129,1590,"Wed Jun 25 22:18:20 +0000 2014","inspectan","ru",false,"Volgograd",950
"747344250895884290","Markiya",74,"internalmemer","the corner of happy & healthy","sour. salty. bitter.",3,92,17113,"Mon Jun 27 08:22:09 +0000 2016","internalmemer","en",false,"",3871
"2516294981","Psycho",371,"krivelev_law","","Если смех продлевает жизнь, то я бессмертный",3,115,1214,"Tue Apr 29 06:33:00 +0000 2014","krivelev_law","ru",false,"Moscow",646
"2563075183","Твоя Харли",518,"med_Harley","","",0,88,1461,"Thu Jun 12 09:21:46 +0000 2014","med_harley","ru",false,"Volgograd",1321
"2577151334","Миллениум",108,"MiliMillennium","","План действий на сегодня:þ1. Проебать деньþ2. Лечь спать",0,88,2450,"Thu Jun 19 16:41:05 +0000 2014","milimillennium","ru",false,"Volgograd",1807
"2519246716","Кортон",240,"MrServelat","","Редкий покемон",0,98,2491,"Wed Apr 30 15:34:20 +0000 2014","mrservelat","ru",false,"Moscow",1564
"2525491683","Лама Нана",430,"nana_lama","Москва","Ты меня хотя бы набери, а лучше забери.",2,140,2698,"Sat May 03 13:40:08 +0000 2014","nana_lama","ru",false,"Volgograd",1727
"2534367226","ПолитОпрос",3695,"PolitOpros","","Общероссийская репрезентативная выборка для соцопросов составляет 1600 человек",48,19678,13,"Wed May 07 20:12:29 +0000 2014","politopros","ru",false,"Moscow",653
"2575626468","Шикарный",349,"ShikarnoeL","Омск","только те люди, которые мне нравятся, могут трогать мои волосы",2,87,1790,"Wed Jun 18 23:01:57 +0000 2014","shikarnoel","ru",false,"Volgograd",1288
"2504601561","Котик&Енотик",115,"TtlenLen","СПб","",0,120,2678,"Wed Apr 23 18:33:49 +0000 2014","ttlenlen","ru",false,"Moscow",2040
"789266125485998080","WorldNewsPolitics",4755,"WorldnewsPoli","Estados Unidos","All major information policy in the world, we are ready to give you the most accurate and timely information in the field of politics and economics",4,1957,0,"Fri Oct 21 00:44:43 +0000 2016","worldnewspoli","es",false,"",638
"748870305280647168","19:37",380,"4ever1937","","Утром кормили: хлеб, кипяток. Мне еще хлеба не полагалось",0,4476,21,"Fri Jul 01 13:26:09 +0000 2016","4ever1937","ru",false,"",33
"750675374619627520","Andreas Eulitz",95,"AndreasEulitz","","",1,9,46,"Wed Jul 06 12:58:51 +0000 2016","andreaseulitz","de",false,"London",98
"752824695452491780","Angela Lattke",90,"angela_lattke","","#USA and #Deutdchland - friends 4rever! #TTIP",1,14,59,"Tue Jul 12 11:19:29 +0000 2016","angela_lattke","de",false,"Bern",231
"714720908821327872","Nils Berkhoff",3179,"berkhoff85","Berlin, Deutschland","Ich  interessiere mich für #Politik, #SPD, #Wirtschaft und Internationale Beziehungen. In der Freizeit spiele ich Fußball und bin mit meiner Familie gern.",30,1753,816,"Tue Mar 29 07:48:38 +0000 2016","berkhoff85","de",false,"Berlin",1041
"725305686989656064","Berlin Bote",0,"BerlinBote","","",7,8,0,"Wed Apr 27 12:48:46 +0000 2016","berlinbote","de",false,"Bern",6804
"719275152987594752","Blacktivist",1424,"Blacktivists","","Non-Governmental Organization (NGO)",36,2404,21,"Sun Apr 10 21:25:34 +0000 2016","blacktivists","en",false,"Pacific Time (US & Canada)",710
"2401770593","Валерий Бреусов",53,"briys_valera","Moscow, Russia","Любите душу, а не то, что снаружи.",0,91,498,"Tue Mar 11 09:47:20 +0000 2014","briys_valera","en",false,"Baku",1078
"759825020210253825","Chaotic Neutral",55,"ChaNeutral","United States","What makes a man turn neutral... Lust for gold? Power? Or were you just born with a heart full of neutrality?",0,1,0,"Sun Jul 31 18:56:16 +0000 2016","chaneutral","en",false,"",16
"752863577770455040","Maria Fischer",75,"fischermaria933","","",1,17,135,"Tue Jul 12 13:53:59 +0000 2016","fischermaria933","de",false,"Berlin",217
"756553776291540992","GEO Review",281,"GeoreviewEurope","","",0,37,3,"Fri Jul 22 18:17:31 +0000 2016","georevieweurope","en",false,"Pacific Time (US & Canada)",16
"2588788573","Лана Дель Роджер",340,"gorelkinnn","Москва","любитель всяких глупостей",1,98,2029,"Thu Jun 26 03:43:22 +0000 2014","gorelkinnn","ru",false,"Moscow",999
"703670485859614720","InstVets",4244,"inst_vets","","",13,2618,3,"Sat Feb 27 19:58:12 +0000 2016","inst_vets","en",false,"",184
"719281218965999616","Jihadist Wife",3797,"Jihadist2ndWife","Islamic States of America","Wife of an ISIS terrorist. Enjoying submission to my husband and absence of women rights.   THIS IS SATIRICAL ACCOUNT NOT CONNECTED WITH ISIS!",51,5081,1036,"Sun Apr 10 21:49:41 +0000 2016","jihadist2ndwife","en",false,"Pacific Time (US & Canada)",1071
"2589592793","Джонни Морган",104,"Jorda_Morgan","","У людей период сейчас такой...þЛибо Есенин.þЛибо Каспийский.",0,67,1371,"Sat Jun 07 15:13:07 +0000 2014","jorda_morgan","ru",false,"Volgograd",738
"752973172438212609","LGBT United",262,"LGBTuni","","We speak for all fellow members of LGBT community across the nation.þGender preference does not define you. Your spirit defines you.",3,338,0,"Tue Jul 12 21:09:28 +0000 2016","lgbtuni","en",false,"",453
"535690498","LinaLuna",202,"Lmarinays","","НЛО",3,785,627,"Sat Mar 24 20:41:43 +0000 2012","lmarinays","ru",false,"Volgograd",9394
"716919079597182976","Lukas Rösler",3067,"lukas_rosler","","",14,1217,1270,"Mon Apr 04 09:23:23 +0000 2016","lukas_rosler","de",false,"Berlin",1212
"3906961827","Maxime Garon",522,"maximgaron1","Paris","Né à #Paris, je m'interesse des affaires étrangères. Tu peux trouver ici les #nouvelles récentes, n'hésitez pas à partager vos pensées. #Syrie",1,82,31,"Fri Oct 09 07:46:20 +0000 2015","maximgaron1","fr",false,"Paris",1024
"763665363154399232","darya medovaya",380,"mmmdarya","","",0,3263,249,"Thu Aug 11 09:16:25 +0000 2016","mmmdarya","ru",false,"Pacific Time (US & Canada)",248
"2533095573","Барин-Модник",52,"Moda_Barina","","Стильно, модно, молодежно",0,74,1594,"Tue May 06 15:30:14 +0000 2014","moda_barina","ru",false,"Volgograd",862
"718340894529822720","Matthias Berger",2966,"mtthsberger","","Fauler Student, ich studiere Wirtschaftsinformatik, spiele in der Freizeit  Tennis und spaziere mit meinen Freunden gern",23,980,2113,"Fri Apr 08 07:33:10 +0000 2016","mtthsberger","de",false,"Berlin",1135
"2545365862","ОбниМаша",257,"mwiqcen","","я не люблю обнимашки, не тискай меня!",3,244,2461,"Tue May 13 16:22:47 +0000 2014","mwiqcen","ru",false,"Volgograd",1291
"748464969008680963","$10 challenge",1510,"PeeOnHillary","United States","Print Hillary's face  Pee on it  Send us proofs  Earn money þþhttps://imgur.com/a/3p8EO",0,30,0,"Thu Jun 30 10:35:29 +0000 2016","peeonhillary","en",false,"Pacific Time (US & Canada)",4
"750345924061368321","Peter Kistner",632,"PeterKistner","","",2,52,32,"Tue Jul 05 15:09:43 +0000 2016","peterkistner","de",false,"Berlin",248
"762948178178150400","Русские в Америке",18,"RUS_IN_USA","","",2,5,0,"Tue Aug 09 09:46:35 +0000 2016","rus_in_usa","ru",false,"",13
"752791693381033984","Ingrid Schulte",100,"schultei2","","Ich glaube an Gerechtigkeit seit dem 22. November 2005",2,10,71,"Tue Jul 12 09:08:21 +0000 2016","schultei2","de",false,"Berlin",244
"752859805937766400","Katharina Sonder",210,"SonderKatharina","","Ich studiere BWL und mag reisen!",1,26,108,"Tue Jul 12 13:39:00 +0000 2016","sonderkatharina","de",false,"Berlin",393
"752881760510287872","Tina Kurtz",55,"TinaTkurtz1222","","",0,7,77,"Tue Jul 12 15:06:14 +0000 2016","tinatkurtz1222","de",false,"Bern",134
"749990330267758593","timofey tsvetkov",405,"TTsvetkov","st/petersburg","упакуй луну",0,3216,2812,"Mon Jul 04 15:36:43 +0000 2016","ttsvetkov","en",false,"",2271
"703291385861033984","Williams&Kalvin",599,"Williams8kalvin","","Videoblog about social issues. Subscribe to our YouTube channel!",9,740,32,"Fri Feb 26 18:51:47 +0000 2016","williams8kalvin","en",false,"",326
"703303258476036096","Diana Williams",4468,"Williams_Diana_","","American. Conservative. Woman.",10,1973,0,"Fri Feb 26 19:38:58 +0000 2016","williams_diana_","en",false,"Pacific Time (US & Canada)",170
"752849847124946944","Joachim Buchwitz",50,"JoachimBuchwitz","","",0,1,13,"Tue Jul 12 12:59:25 +0000 2016","joachimbuchwitz","de",false,"Berlin",5
"750656345926410240","Klara Sauber",192,"klara_sauber","","",0,25,12,"Wed Jul 06 11:43:14 +0000 2016","klara_sauber","de",false,"Bern",11
"749931338573250560","Maria Neuberg",100,"MariaNeuberg1","","",0,8,11,"Mon Jul 04 11:42:19 +0000 2016","marianeuberg1","de",false,"Bern",15
"","",,"andrebeauleger","","",,,,"","andrebeauleger","",,"",
"","",,"angelabach991","","",,,,"","angelabach991","",,"",
"","",,"AnthonyWoodboy","","",,,,"","anthonywoodboy","",,"",
"","",,"_Billy_Moyer_","","",,,,"","_billy_moyer_","",,"",
"","",,"c__wells","","",,,,"","c__wells","",,"",
"","",,"christinapool61","","",,,,"","christinapool61","",,"",
"","",,"evewebster373","","",,,,"","evewebster373","",,"",
"","",,"fishalexanderr","","",,,,"","fishalexanderr","",,"",
"","",,"Jamie_Mccarthy_","","",,,,"","jamie_mccarthy_","",,"",
"","",,"KarolineAuge","","",,,,"","karolineauge","",,"",
"","",,"LilyLilyhasse","","",,,,"","lilylilyhasse","",,"",
"","",,"Logan_WhatsUp","","",,,,"","logan_whatsup","",,"",
"","",,"manuelkrosss","","",,,,"","manuelkrosss","",,"",
"","",,"MicParrish","","",,,,"","micparrish","",,"",
"","",,"NinonDerrien","","",,,,"","ninonderrien","",,"",
"","",,"sylvielefevrier","","",,,,"","sylvielefevrier","",,"",
"","",,"verrellportier","","",,,,"","verrellportier","",,"",
"","",,"LelandGraves_","","",,,,"","lelandgraves_","",,"",
"","",,"GlennHarper_","","",,,,"","glennharper_","",,"",
"","",,"TodayCleveland","","",,,,"","todaycleveland","",,"",
"","",,"iris0_o","","",,,,"","iris0_o","",,"",
"","",,"ClydeDaws0n","","",,,,"","clydedaws0n","",,"",
"","",,"Joseph_Jenks","","",,,,"","joseph_jenks","",,"",
"","",,"Erdollum666","","",,,,"","erdollum666","",,"",
"","",,"EricaRutter","","",,,,"","ericarutter","",,"",
"","",,"riogithief","","",,,,"","riogithief","",,"",
"","",,"JaedenMassey","","",,,,"","jaedenmassey","",,"",
"","",,"IanCalh0un","","",,,,"","iancalh0un","",,"",
"","",,"MilwaukeeVoice","","",,,,"","milwaukeevoice","",,"",
"","",,"portmela","","",,,,"","portmela","",,"",
"","",,"BeverlyBalsom","","",,,,"","beverlybalsom","",,"",
"","",,"ssus_panther","","",,,,"","ssus_panther","",,"",
"","",,"ChristinaCrisss","","",,,,"","christinacrisss","",,"",
"","",,"JsnCarey","","",,,,"","jsncarey","",,"",
"","",,"ColbyST1","","",,,,"","colbyst1","",,"",
"","",,"AlbertMoreNMore","","",,,,"","albertmorenmore","",,"",
"","",,"Roscoe_Riddle","","",,,,"","roscoe_riddle","",,"",
"","",,"Israel_Wills","","",,,,"","israel_wills","",,"",
"","",,"OrrClay","","",,,,"","orrclay","",,"",
"","",,"agnesgrhm","","",,,,"","agnesgrhm","",,"",
"","",,"RyannCooperwood","","",,,,"","ryanncooperwood","",,"",
"","",,"Gibbs_Jeremy_","","",,,,"","gibbs_jeremy_","",,"",
"","",,"GraceLilStar","","",,,,"","gracelilstar","",,"",
"","",,"wildharee","","",,,,"","wildharee","",,"",
"","",,"handsome_henson","","",,,,"","handsome_henson","",,"",
"","",,"Danny_Turner_1","","",,,,"","danny_turner_1","",,"",
"","",,"jrrbrtt","","",,,,"","jrrbrtt","",,"",
"","",,"Jon_Underwood_","","",,,,"","jon_underwood_","",,"",
"","",,"EdmundC0oke","","",,,,"","edmundc0oke","",,"",
"","",,"SindyBlossom","","",,,,"","sindyblossom","",,"",
"","",,"sto_christi","","",,,,"","sto_christi","",,"",
"","",,"YaelTrouble","","",,,,"","yaeltrouble","",,"",
"","",,"KristyanaNN","","",,,,"","kristyanann","",,"",
"","",,"T0nyaSinclair","","",,,,"","t0nyasinclair","",,"",
"","",,"KimberleighLamb","","",,,,"","kimberleighlamb","",,"",
"","",,"HamburgBote","","",,,,"","hamburgbote","",,"",
"","",,"ReachItDoIt","","",,,,"","reachitdoit","",,"",
"","",,"KirstenLaDaniel","","",,,,"","kirstenladaniel","",,"",
"","",,"gwen_garland","","",,,,"","gwen_garland","",,"",
"","",,"KlausFinker","","",,,,"","klausfinker","",,"",
"","",,"srahSE","","",,,,"","srahse","",,"",
