"name","friends_count","screen_name","location","description","listed_count","followers_count","favourites_count","id","created_at","user_key","lang","verified","time_zone","statuses_count"
"Patriot Archive",7109,"Patriot_Archive","","American history in quotes & videos. Mostly politics.",35,7669,269,"4103087435","Tue Nov 03 07:44:50 +0000 2015","patriot_archive","en",false,"Pacific Time (US & Canada)",609
"People For Justice!",5377,"MissouriNewsUS","","#NeverHillary",84,5550,143,"4208754922","Tue Nov 17 09:29:58 +0000 2015","missourinewsus","en",false,"Pacific Time (US & Canada)",1407
"Luke Jones",1693,"Luke_Jones13","","A silent American patriot who was awoken by Donald Trump’s call to Make America Great Again.",12,2960,15,"4209684039","Tue Nov 17 12:39:45 +0000 2015","luke_jones13","en",false,"Pacific Time (US & Canada)",286
"",,"RealTEN_GOP","","",,,,"4224912857","","realten_gop","",,"",
"",,"March_for_Trump","","",,,,"737420000043139072","","march_for_trump","",,"",
"New Jersey Black",1890,"nj_blacknews","New Jersey, USA","Latest and most important news about New Jersey black community",44,2820,40,"4233777387","Fri Nov 20 10:38:26 +0000 2015","nj_blacknews","en",false,"Pacific Time (US & Canada)",451
"Red Louisiana News",8729,"redlanews","Lafayette, LA","Conservative; Right and proud; Christian. Love my country and will stand against liberals and socialists.",48,9767,360,"4289431230","Thu Nov 19 11:53:45 +0000 2015","redlanews","en",false,"Pacific Time (US & Canada)",1530
"Telah Blac",2176,"blacneighbor","","",40,2458,74,"4289925109","Thu Nov 19 12:39:39 +0000 2015","blacneighbor","en",false,"Pacific Time (US & Canada)",1179
"Jeblary Bushton",6347,"Jeblary2016","","2016 US presidential candidate",115,8462,0,"4299815909","Fri Nov 27 20:33:47 +0000 2015","jeblary2016","en",false,"Pacific Time (US & Canada)",1176
"American Muslims",1787,"MUSLIMS_IN_USA","","",11,2471,107,"4795201707","Wed Jan 13 15:18:18 +0000 2016","muslims_in_usa","en",false,"Pacific Time (US & Canada)",649
"ОнлиВан",150,"OooonlyOne","","",2,112,721,"2438338479","Wed Mar 26 18:11:00 +0000 2014","oooonlyone","ru",false,"Baku",1205
"Остров",310,"OstrovOfficer","Москва","Я смешной (всегда смеюсь над своими шутками)",3,241,2929,"2498181012","Fri May 16 09:48:18 +0000 2014","ostrovofficer","ru",false,"Moscow",1616
"Данила Маслов",643,"DannyMaslov","Saint Petersburg, Russia","Люблю хоккей, слежу за политикой #hcSKA",1,149,313,"2516933027","Tue Apr 29 14:37:32 +0000 2014","dannymaslov","ru",false,"Baku",376
"newtime",249,"gffgfsfgfsdffjj","","",8,152,1844,"2528799640","Sun May 04 18:24:06 +0000 2014","gffgfsfgfsdffjj","ru",false,"Volgograd",828
"Фрида",120,"OH_Frida","","Нет ничего дороже смеха, с его помощью можно оторваться от себя, стать невесомой.",1,95,3057,"2536836075","Fri May 09 10:29:55 +0000 2014","oh_frida","ru",false,"Volgograd",1703
"Stuart O'Shaughnessy",216,"Shocko_10","","",3,79,422,"2544279414","Tue Jun 03 21:00:25 +0000 2014","shocko_10","en",false,"",1914
"Хоррор",343,"HorrorKi","","Обещания дают, чтобы нарушать, чтобы
разрушать, разбивать вдребезги, на мелкие
кусочки, дробить",1,84,2096,"2567949836","Sat Jun 14 23:33:22 +0000 2014","horrorki","ru",false,"Volgograd",1778
"Микки Улыбается",34,"MikkyRurk","","HA HA HA HA HA HA HA HA",3,76,2655,"2578327831","Fri Jun 20 08:34:22 +0000 2014","mikkyrurk","ru",false,"Moscow",1433
"Том Рони",323,"Zistti","","Хочется выпить.",1,76,2178,"2578879620","Fri Jun 20 16:02:54 +0000 2014","zistti","ru",false,"Volgograd",1463
"Люсик Винкова",49,"LysikVinkova","Мурманск","активистка",0,2347,720,"2579089021","Fri Jun 20 18:20:57 +0000 2014","lysikvinkova","ru",false,"Moscow",636
"Аркадий Трофимов",261,"arkadii_trofim","Ватноград","Может жизнь в России и не легка, но я люблю эту страну...",4,2096,1089,"2582643409","Sun Jun 22 18:10:21 +0000 2014","arkadii_trofim","ru",false,"Volgograd",1549
"Лила Горила",251,"Lila_Gorila","Москва","Я же росла нормальным ребенком, дальше чё случилось-то?",0,85,2634,"2586251828","Tue Jun 24 19:44:26 +0000 2014","lila_gorila","ru",false,"Volgograd",1884
"Максим Дементьев",94,"MaxDementiev","","Мне не всё равно",166,98412,3619,"2808833544","Sun Sep 14 06:20:01 +0000 2014","maxdementiev","ru",false,"Yerevan",30624
"Ять тв",502,"YatTVRussia","Санкт-Петербург","Группа самоотверженных и весьма независимых аниматоров.",5,289,496,"2992047969","Thu Jan 22 13:49:05 +0000 2015","yattvrussia","ru",false,"",378
"Olga",6,"Leecory","St-Petersburg","here i am~",0,14,0,"38875764","Sat May 09 15:58:34 +0000 2009","leecory","ru",false,"St. Petersburg",219
"Максим Благинин",84,"MaksBlaginin","Омск","Мила нам добра весть о нашей стороне
Отечества и дым нам сладок.",1,4749,65,"2519634855","Wed Apr 30 19:27:41 +0000 2014","maksblaginin","ru",false,"Moscow",223
"тебе пиздец",1265,"TebePizdec","","это полный пиздец/18+/уёбывай",12,6360,292,"2525622731","Sat May 03 14:55:01 +0000 2014","tebepizdec","ru",false,"Eastern Time (US & Canada)",1325
"Борис Красильников",264,"KrasilnikovBor","Москва, Россия","Михаил Лермонтов со шведскими корнями и Александр Пушкин с африканскими корнями были более русскими, чем многие чистокровки",15,329,167,"2532553697","Tue May 06 08:28:57 +0000 2014","krasilnikovbor","ru",false,"Volgograd",287
"Bantta",278,"BanttaNantta","","Я уеду жить в свитер,
И возьму с собой бутер",0,94,175,"2537243471","Fri May 09 15:34:38 +0000 2014","banttanantta","ru",false,"Moscow",119
"Илья Рогов",52,"RogovIlia","Москва","Справедливость доблесть избранных натур, правдивость долг каждого порядочного человека",0,2305,31,"2542876557","Mon May 12 12:09:09 +0000 2014","rogovilia","ru",false,"Volgograd",208
"Красти Псих",323,"KrustyPs","Красти Бургер ","",0,186,73,"2579368386","Fri Jun 20 23:02:55 +0000 2014","krustyps","ru",false,"Volgograd",63
"PoliceState",2092,"PoliceStateMe","","",10,1468,58,"3608261007","Thu Sep 10 10:48:51 +0000 2015","policestateme","en",false,"Pacific Time (US & Canada)",611
"أخبار عاجلة من سوريا",1655,"MidEastView","","#اخبار عاجلة ومهمة حول الحرب والسلم في #سوريا",3,2933,4,"3900319276","Thu Oct 08 14:34:01 +0000 2015","mideastview","en",false,"Muscat",10983
"Одинокий Джордж",36,"anzgri","","Никто.",111,1267,75,"87588938","Thu Nov 05 01:44:48 +0000 2009","anzgri","ru",false,"Moscow",61735
"Lindsey Rodriguez",1015,"LynsRodriguez","","Amateur travel fanatic",14,785,629,"1497280638","Mon Jun 10 04:06:20 +0000 2013","lynsrodriguez","en",false,"Eastern Time (US & Canada)",1189
"Meggie O'Neil",2020,"MeggieONeil","portland","love yourself or no one will love you",13,955,1572,"1625965398","Sat Jul 27 17:56:57 +0000 2013","meggieoneil","en",false,"Eastern Time (US & Canada)",1594
"Edmund Ragland",588,"EdmundRJr","Brooklyn, NY","EAT,SLEEP,BLEED MUSIC. BROOKLYN BRED, HOME FED. TALK SHIT AT YOUR OWN RISK!! WELCOME TO THE DANGER ZONE.",5,536,863,"1701582961","Mon Aug 26 10:32:18 +0000 2013","edmundrjr","en",false,"Eastern Time (US & Canada)",1087
"Маргарита Бероева",251,"margoberoeva","Москва","пишу учебник по истории моды",4,285,846,"2431598206","Sun Mar 23 18:39:44 +0000 2014","margoberoeva","ru",false,"Nairobi",6109
"Donna Miller",2565,"DonnieLMiller","LA","stars are mine",20,1363,1239,"2537357265","Fri May 09 16:45:06 +0000 2014","donnielmiller","en",false,"Eastern Time (US & Canada)",2094
"Gloris Glaze",206,"heyitsglor","United States","What's up?",0,74,14,"2541109454","Mon Jun 02 09:33:38 +0000 2014","heyitsglor","en",false,"Eastern Time (US & Canada)",14
"РИА ФАН",2908,"riafanru","Россия ","ВКонтакте: https://vk.com/riafan
Facebook: https://www.facebook.com/riafanru
Одноклассники: http://ok.ru/fannews",80,11370,0,"2570574680","Mon Jun 16 09:08:53 +0000 2014","riafanru","ru",false,"Minsk",57212
"Николай Зубов",657,"zubovnik","Москва","Журналист и блогер",155,26002,410,"2589513234","Thu Jun 26 12:46:20 +0000 2014","zubovnik","ru",false,"Volgograd",19641
"Pigeon Today",21248,"PigeonToday","United States","America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",240,29524,1344,"2912754262","Tue Dec 09 13:45:21 +0000 2014","pigeontoday","en",false,"Eastern Time (US & Canada)",15665
"Malcolm",237,"mbrownhere","","",1,19,154,"3308949087","Fri Jun 05 06:17:08 +0000 2015","mbrownhere","en",false,"",119
"Instotus",4741,"instotus","","This is a community for everyone whose heart is with America. Don't be a stranger, be a patriot! Follow us!",23,4516,613,"3989295372","Fri Oct 23 08:37:36 +0000 2015","instotus","en",false,"Pacific Time (US & Canada)",581
"Global Enemy",2797,"GlobalFoe","Cosmopolitanism","Designed at unveiling roots of failed attempts to solve global problems #SeeGlobalFoe",28,1294,198,"4444330996","Fri Dec 11 03:30:25 +0000 2015","globalfoe","en",false,"Pacific Time (US & Canada)",493
"Chris Port",3866,"chrisuport_port","Hessen, Deutschland","Tierarzt;Mag CauntryMusic und Basketball; Politikaktiv, Hashtag-Spieler. Hat 2 Tochter und 3 Enkel",29,3178,3005,"733273388836347904","Thu May 19 12:29:34 +0000 2016","chrisuport_port","de",false,"Berlin",741
"Darrell Hunt",46,"Darrell_H_Hunt","","",0,1,0,"752965259506380800","Tue Jul 12 20:38:02 +0000 2016","darrell_h_hunt","en",false,"",1
"Margareth Kurz",136,"MargarethKurz","","",2,6,21,"753214907823382528","Wed Jul 13 13:10:02 +0000 2016","margarethkurz","de",false,"Bern",250
"Andreas Stern",149,"sternandreas404","","",2,17,28,"750367533660774406","Tue Jul 05 16:35:35 +0000 2016","sternandreas404","de",false,"Madrid",253
"Карточный Домик",3047,"WhiteHouseCards","Washington, DC","«Я всегда считал, что власть важнее денег, но когда доходит до выборов, именно деньги обеспечивают власть»",10,9426,0,"731123255457816577","Fri May 13 14:05:42 +0000 2016","whitehousecards","ru",false,"Moscow",385
"Арсений или Роман",241,"Arseni_Roman","","У меня черный пояс по сарказму.",4,72,3234,"2429465939","Sat Mar 22 19:35:29 +0000 2014","arseni_roman","ru",false,"Moscow",1281
"Сестра Джуд Мартин",226,"Bratuha_Borcuha","","",1,90,2048,"2482076083","Wed May 07 12:57:38 +0000 2014","bratuha_borcuha","ru",false,"Moscow",1131
