"id","name","friends_count","screen_name","location","description","listed_count","followers_count","favourites_count","created_at","user_key","lang","verified","time_zone","statuses_count"
"1533813962","Lara Pretty",1360,"PrettyLaraPlace","USA","Bitter Clinger #USAFVet #NRA #2A #bluestarmom #Crossfit #christian",24,1795,3555,"Thu Jun 20 12:35:59 +0000 2013","prettylaraplace","en",false,"Eastern Time (US & Canada)",3342
"1584279696","Jasiah Jenkins",393,"BigBoyJasiah","Chicago, IL","Visionary..... don't put me in a box.... Enigma... Unconditional Love. I'm the good guy. if u heard otherwise you been lied to",19,728,2342,"Wed Jul 10 23:55:16 +0000 2013","bigboyjasiah","en",false,"Eastern Time (US & Canada)",1918
"1594887416","Jeremy Roberts",898,"Jery_RobertsYo","USA","I think we can all agree that the 3 most powerful words of 2015 were “#BlackLivesMatter”",5,837,1836,"Mon Jul 15 03:34:50 +0000 2013","jery_robertsyo","en",false,"Eastern Time (US & Canada)",1573
"1612106972","Reuben Littlejohn",608,"LILJordamn","USA","young nigga just trying to make# also do music#",16,738,2251,"Mon Jul 22 05:34:20 +0000 2013","liljordamn","en",false,"Eastern Time (US & Canada)",1899
"1617939218","Pauline Gunn",1075,"PaulineTT","USA","I be trying to chill, I swear do, because I luh God. You'on luh God?þ#NoChill #BlackLivesMatter",5,908,1983,"Wed Jul 24 14:50:02 +0000 2013","paulinett","en",false,"Eastern Time (US & Canada)",1906
"1620474397","Ramona Mcintosh",1138,"RamonasNails","USA","Mom, Global Nail Artist, Consultant, blah,blah, I do more than paint a nail",6,877,1992,"Thu Jul 25 14:06:28 +0000 2013","ramonasnails","en",false,"Eastern Time (US & Canada)",1745
"1623180199","Jeffrey Kahunas",1586,"JeffreyKahunas","","Honor God & Jesus & Your Parents Country, GOP, I Follow Back #tcot #RedNationRising #InGodWeTrust",18,1565,1090,"Fri Jul 26 15:01:14 +0000 2013","jeffreykahunas","en",false,"Pacific Time (US & Canada)",2320
"1627096807","Jason Scott",321,"JassScott","Chicago, IL","Bring the drama, playa. Give me all you got. Make your move. Shoot your best shotþ#BLM Bitch",13,674,2004,"Sun Jul 28 04:54:51 +0000 2013","jassscott","en",false,"Eastern Time (US & Canada)",1818
"1627699074","Sherman Cannon",2487,"CannonSher","United States","Education costs money.  But then so does ignorance.",30,2854,10128,"Sun Jul 28 11:51:53 +0000 2013","cannonsher","en",false,"Eastern Time (US & Canada)",10203
"1629828379","Lovely Cass",2220,"cassishere","New York, USA","Fun-loving conservative sharing the truth that liberals can't handle. #TCOT",36,2121,4154,"Mon Jul 29 07:59:27 +0000 2013","cassishere","en",false,"Eastern Time (US & Canada)",3831
"1647045721","Carrie",2272,"CarrieThornthon","Alaska","Conservative Christian Momma. Political junkie. Happily married",23,2291,3930,"Mon Aug 05 05:56:27 +0000 2013","carriethornthon","en",false,"Eastern Time (US & Canada)",3222
"1648012021","Anthony Nelson",1164,"ImaPharrelFake","United States","Here to state my point of view, make you laugh and most importanly to stand up for and represent my people #BlackLivesMatter",16,853,2764,"Mon Aug 05 14:58:13 +0000 2013","imapharrelfake","en",false,"Eastern Time (US & Canada)",1771
"1649144358","Wesley Holmes",1351,"WesternWindWes","","Stand with God, Family, Constitution & 2A. On A Mission 2Save America. LIBS R BLOCKEDþ#WakeUpAmerica #tcot #GodBlessAmerica",29,1519,592,"Tue Aug 06 01:49:24 +0000 2013","westernwindwes","en",false,"Pacific Time (US & Canada)",1232
"1649487510","Khloe Irving",859,"HiImKhloe","USA","Running back and forth forever between grief and high delight | problack | proguns | Always on point",13,909,2026,"Tue Aug 06 05:08:41 +0000 2013","hiimkhloe","en",false,"Eastern Time (US & Canada)",1935
"1649967228","Nick Luna",1262,"_NickLuna_","United States","Christian, Dad, Husband, Conservative. Trolls muted #tcot #PJNET",21,1457,2001,"Tue Aug 06 10:16:28 +0000 2013","_nickluna_","en",false,"Pacific Time (US & Canada)",2100
"1650681522","Messiah Haynes",2421,"IlikeBIGbuttand","United States","The only true wisdom is in knowing you know nothing!",27,2804,3939,"Tue Aug 06 16:32:34 +0000 2013","ilikebigbuttand","en",false,"Eastern Time (US & Canada)",5554
"1651692980","Thomas Lopez",551,"staywoke88","USA","Problem solver...",11,456,1117,"Wed Aug 07 01:19:25 +0000 2013","staywoke88","en",false,"Eastern Time (US & Canada)",1637
"1651693646","Cynthia Mary Hunter",451,"CynthiaMHunter","United States","Christian Conservative #ProConstitution #2A #ProLife #ProIsrael #CruzCrew #SOV #SOT #LoveFreedom #StandUnited",23,429,4532,"Wed Aug 07 01:19:57 +0000 2013","cynthiamhunter","en",false,"Eastern Time (US & Canada)",2759
"1652138929","Bossy Bo$$",806,"acejinev","NY","Very outspoken, but don't take it for anger. xoxo. Loving and welcoming to everyone!  #BlackLivesMatter #BlackToLive",11,900,1836,"Wed Aug 07 05:22:21 +0000 2013","acejinev","en",false,"Eastern Time (US & Canada)",1725
"1652262638","Anton Haynes",310,"AntonHayHay","USA","white people are the most blood thirsty savages the world has ever seen #BLM #ICantBreath",14,671,1849,"Wed Aug 07 06:52:35 +0000 2013","antonhayhay","en",false,"Eastern Time (US & Canada)",1936
"1652987412","Alec Moody",530,"AlecMooooody","USA","Love and respect all colors of skin. Teach respect, responsibility, and strength! #BlackLivesMatter  #StayWoke",23,905,3738,"Wed Aug 07 13:58:59 +0000 2013","alecmooooody","en",false,"Eastern Time (US & Canada)",3420
"1653553555","Jayda Stone",1196,"JaydaAstonishin","Florida","Aquarius. Queen Bey Stan. Happily Taken. carefree black gyal ✨",9,916,2191,"Wed Aug 07 17:59:05 +0000 2013","jaydaastonishin","en",false,"Eastern Time (US & Canada)",1978
"1655194147","̧M̧ȩļa̧ņi̧ņ",915,"melanymelanin","St Louis, MO","",10,963,2717,"Thu Aug 08 11:23:24 +0000 2013","melanymelanin","en",false,"Eastern Time (US & Canada)",2121
"1656024374","Nancy CAMPBELL",478,"IMissObama","","I already miss Barack Obama in 2k16 smth...",14,784,2088,"Thu Aug 08 19:11:36 +0000 2013","imissobama","en",false,"Eastern Time (US & Canada)",2124
"1656685598","Jeanne Mccarthy",3420,"JeanneMccarthy0","USA","Conservative domestic goddess devoted to God, Family, Country, praying daily for #America! #tcot #ccot #RepealObamacare.",35,3242,1863,"Fri Aug 09 02:18:37 +0000 2013","jeannemccarthy0","en",false,"Eastern Time (US & Canada)",1999
"1657694515","Jadon Dailey",1485,"DaileyJadon","US","You only live once, but if you do it right, once is enough",13,1753,1298,"Fri Aug 09 12:38:08 +0000 2013","daileyjadon","en",false,"Eastern Time (US & Canada)",2299
"1657833811","Adrienne",1548,"Adrienne_GG","USA","lucky I am))",15,1822,1010,"Fri Aug 09 13:55:17 +0000 2013","adrienne_gg","en",false,"Eastern Time (US & Canada)",2083
"1658202894","Laura Baeley",1160,"LauraBaeley","United States","Liberty's Torch Bearer and best friend. OPINIONS ARE MY OWN. Getting more conservative by the day because of bearing a torch for liberty!!",14,1073,1933,"Fri Aug 09 17:24:31 +0000 2013","laurabaeley","en",false,"Eastern Time (US & Canada)",1946
"1658420976","Bao Ham",836,"BaoBaeHam","USA","When I let go of what I am, I become what I might be.",12,1032,2420,"Fri Aug 09 19:23:10 +0000 2013","baobaeham","en",false,"Eastern Time (US & Canada)",2004
"1658440730","Travi$ Lane",931,"TravisRespek","USA","'As long as we try, maybe things will change' -pac #BlackLivesMatter #PrayForTheWorld",12,826,2384,"Fri Aug 09 19:14:25 +0000 2013","travisrespek","en",false,"Eastern Time (US & Canada)",1875
"4332740714","",,"USA_Gunslinger","","",,,,"","usa_gunslinger","",,"",
"4840551713","",,"BlackToLive","","",,,,"","blacktolive","",,"",
"4437233895","",,"Crystal1Johnson","","",,,,"","crystal1johnson","",,"",
"4224729994","",,"TEN_GOP","","",,,,"","ten_gop","",,"",
"1659549972","Jared Mallory",874,"MalloryJared","NY","I`m studing to earn much money in the future and i`m working to earn money for studing...",17,824,2145,"Sat Aug 10 08:10:31 +0000 2013","malloryjared","en",false,"Eastern Time (US & Canada)",1811
"1660375034","Sarah Richards",974,"iLoveSarahRich","USA","Just trying to love the life I'm living & the people in itþBtw #InWoke #BLM #BlackToLive",6,865,2021,"Sat Aug 10 15:28:00 +0000 2013","ilovesarahrich","en",false,"Eastern Time (US & Canada)",1747
"1660771422","Garret Simpson",1339,"GarrettSimpson_","USA","Conservative, but I like chatting with people of both sides of the political aisle #tcot",25,1588,1577,"Sat Aug 10 19:27:26 +0000 2013","garrettsimpson_","en",false,"Eastern Time (US & Canada)",2010
"1661246144","Kate Ritter",1320,"KateRitterrrr","USA","I am a True Conservative and I love my country with all my heart! Happily married....",54,1578,6797,"Sun Aug 11 00:17:33 +0000 2013","kateritterrrr","en",false,"Eastern Time (US & Canada)",5347
"1662453998","Ernest Rivers",864,"ErRivvvvers","USA","You do what you want when you poppin' #Thugger ☀️ #blacklivesmatter #DABBNATION Still wondering what Metro Boomin want some more of…",10,827,2263,"Sun Aug 11 12:32:12 +0000 2013","errivvvvers","en",false,"Eastern Time (US & Canada)",1854
"1664988493","Claudia",1723,"claudia42kern","USA","Lots of hobbies, prefer to lay in bed and do nothing ☺️",20,2102,1609,"Mon Aug 12 12:28:59 +0000 2013","claudia42kern","en",false,"Eastern Time (US & Canada)",2574
"1665377383","Elias Briggs",903,"EliasBrick","New York, USA","Tenured professor, Director of Black Church Studies, minister, activist, womanist theologian, displaced New Yorker, lover of words",6,820,2060,"Mon Aug 12 15:33:31 +0000 2013","eliasbrick","en",false,"Eastern Time (US & Canada)",2047
"1666030405","Pam Daniels",549,"PamBLMDaniels","USA","Smart, strong, sensual womanþ#BlackLivesMatter activist",24,943,2530,"Mon Aug 12 20:50:57 +0000 2013","pamblmdaniels","en",false,"Eastern Time (US & Canada)",2478
"1668307436","Curtis Burrell",2896,"CurtisBigMan","Baltimore","Big Man!",32,3143,3721,"Tue Aug 13 17:05:52 +0000 2013","curtisbigman","en",false,"Eastern Time (US & Canada)",5510
"1669574551","Rick Shafer",3191,"deusXYX","USA","Freedom & Liberty Warrior Constitutional Conservative. USAF Veteran 316/46150 under Ronald Reagan. Levin #1 #Israel #PJNET",36,2694,1021,"Wed Aug 14 05:02:51 +0000 2013","deusxyx","en",false,"Eastern Time (US & Canada)",1703
"1670149272","Javon Grayson",456,"JavonHIDP","USA","The best time to plant a tree was 20 years ago. The second best time is now.",18,841,4438,"Wed Aug 14 10:44:06 +0000 2013","javonhidp","en",false,"Eastern Time (US & Canada)",3479
"1670318690","Alexander Massey",854,"Siccerthanyou","USA","siccer than your average, boi #blm #BlackLivesMatter #StayWoke #BlackToLive",13,941,2313,"Wed Aug 14 11:53:20 +0000 2013","siccerthanyou","en",false,"Eastern Time (US & Canada)",2039
"1671234620","Susan",2159,"hyddrox","USA","~Reagan Conservative ~Jesus Lover ~PRO-Israel ~PRO-2A ~PRO-Life ~PRO-Constitution ~Support Police & Military #RenewUS #PJNET #TCOT #CruzCrew #WakeUpAmerica",72,2225,8748,"Wed Aug 14 19:07:30 +0000 2013","hyddrox","en",false,"Eastern Time (US & Canada)",10242
"1672624255","Samir Gooden",794,"SamirGooden","USA","Young (in spirit), Gifted and Black. Proud Progressive Woman. A Man Who Stands For Nothing Will Fall For Anything- Malcolm X (MY ADDITION) #MalcolmX #BLM",11,873,2237,"Thu Aug 15 08:09:52 +0000 2013","samirgooden","en",false,"Eastern Time (US & Canada)",1739
"1674083671","Gabriella Aldana",3020,"Gab1Aldana","USA","❤ Love my life ❤",31,3356,3861,"Thu Aug 15 21:02:22 +0000 2013","gab1aldana","en",false,"Eastern Time (US & Canada)",3861
"1676377446","Chad Sloyer",872,"ChadSloyer","USA","i was a good kid. never said I was a good adult. - Terrance Howard",11,797,3081,"Fri Aug 16 18:51:11 +0000 2013","chadsloyer","en",false,"Eastern Time (US & Canada)",2446
"1676481360","Emilee Waren",1501,"EmileeWaren","USA","•Christian•Constitutional•Capitalist •NRA•Supporting Military•Police •Wife•Mom",23,1909,1778,"Fri Aug 16 19:50:47 +0000 2013","emileewaren","en",false,"Eastern Time (US & Canada)",2170
"1677048979","Gwendolyn Lovet",875,"GwennyThot","Baton Rouge, LA","I HAVE TOO MANY FLAWS TO BE PERFECT BUT I HAVE TOO MANY BLESSINGS TO BE UNGRATEFUL ❤❤",16,1055,3124,"Sat Aug 17 01:20:54 +0000 2013","gwennythot","en",false,"Eastern Time (US & Canada)",2597
"1679279490","Amelie Baldwin",1930,"AmelieBaldwin","USA","Wife, Mother, Patriot, Friend",160,2464,14540,"Sat Aug 17 22:53:07 +0000 2013","ameliebaldwin","en",false,"Eastern Time (US & Canada)",15227
"1680578719","Rosie Wise",637,"RosieOnFleek","USA","'So, About That' on YT. Your woke big sister.þ#Woke #BlackAndProud #BLM",23,683,1353,"Sun Aug 18 11:56:48 +0000 2013","rosieonfleek","en",false,"Eastern Time (US & Canada)",1229
"1681162956","Jerry",2279,"camosaseko","Chicago, IL","Enjoy your life and don't interfere in mine",27,2608,10088,"Sun Aug 18 17:12:57 +0000 2013","camosaseko","en",false,"Eastern Time (US & Canada)",9703
"1682444790","Peyton Cash",746,"PeytonCashOut","USA","#blackpride. Opinions, insights and witticisms are all free! #NiggaThatCares",12,770,1964,"Mon Aug 19 05:55:49 +0000 2013","peytoncashout","en",false,"Eastern Time (US & Canada)",1576
"1684524144","Will Wise",812,"DatWiseNigga","USA","Squad goin' up, nobody flippin' packs nowþ#IloveMakonnen4life",16,904,2393,"Tue Aug 20 00:53:56 +0000 2013","datwisenigga","en",false,"Eastern Time (US & Canada)",1844
"1685173321","Chase Bacon",707,"BLMSoldier","USA","#BlackLivesMatter Future Guest on Pardon The Interruption, Around the Horn & Highly Questionable...",25,696,2129,"Tue Aug 20 07:33:54 +0000 2013","blmsoldier","en",false,"Eastern Time (US & Canada)",1889
"1685718216","John Larsen",852,"J0hnLarsen","America","stand 4 conservatism, patriotism & optimism. Protect our Kids! #WakeUpAmerica",21,541,3211,"Tue Aug 20 13:02:28 +0000 2013","j0hnlarsen","en",false,"Eastern Time (US & Canada)",2387
"1685771767","Stanley Parrish",1149,"StanleyParris","USA","I attribute my success to this: I never gave or took any excuse.",9,849,1975,"Tue Aug 20 12:59:48 +0000 2013","stanleyparris","en",false,"Eastern Time (US & Canada)",1761
"1686370159","Archie Olivers",3396,"ArchieOlivers","United States","My patriotic heart beats red, white, & blue.Just a guy in one of those fly over states! #2A",28,2569,1006,"Tue Aug 20 17:49:51 +0000 2013","archieolivers","en",false,"Pacific Time (US & Canada)",1854
"1687183549","Bleep The Police",8071,"BleepThePolice","USA","For a second at least, I'm resurrecting the peaceþþ#Blacktivist #BlackLivesMatter",163,13196,11083,"Wed Aug 21 01:49:22 +0000 2013","bleepthepolice","en",false,"Eastern Time (US & Canada)",13727
"1688370956","Watch Jenny Walkin'",547,"WatchMeWalkin","Georgia, USA","Working - Music geek + Blacker than BlackHole",10,851,2214,"Wed Aug 21 13:49:48 +0000 2013","watchmewalkin","en",false,"Pacific Time (US & Canada)",2259
"1690487623","Michelle Arrington",3290,"MichelleArry","USA","Cautiously Optimistic Conservative. Gathering followers one at a time",42,3229,2157,"Thu Aug 22 08:41:12 +0000 2013","michellearry","en",false,"Eastern Time (US & Canada)",2433
"1691736218","Reginald Blackmon",931,"RegieBlackmon","Los Angeles, CA","I’ve learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.",10,856,2558,"Thu Aug 22 18:06:53 +0000 2013","regieblackmon","en",false,"Eastern Time (US & Canada)",1997
"1692501152","Cornell Burchett",720,"CornellBurchet","Los Angeles, CA","A world for a few, a few to justice, lands in the hands of a few, few to education, wealth for a few. A world composed of an arrogant elite, perverse and biased",19,766,2166,"Fri Aug 23 01:00:15 +0000 2013","cornellburchet","en",false,"Eastern Time (US & Canada)",1786
"1694026190","Jackie Best",1757,"JacquelinIsBest","United States","I love God,my family & politics. Conservative. MARRIED!þ#tcot #PJNET",31,2078,3518,"Fri Aug 23 14:41:32 +0000 2013","jacquelinisbest","en",false,"Eastern Time (US & Canada)",3416
"1695830984","Kelvin Chambers",1260,"Kelvin_Chambers","United States","Father of twin daughters. Conservative Republican. Interested in world events, politics, and sports. RT= whatever I find interesting",32,1506,984,"Sat Aug 24 07:32:29 +0000 2013","kelvin_chambers","en",false,"Pacific Time (US & Canada)",1576
"1699979024","Randolph Burris",917,"RandolphBurrr","Texas, USA","#FreeGucciþBlacktivist, I'm down with #BlackLivesMatter and #BRONZE þUnited we stand",10,876,2552,"Sun Aug 25 19:28:17 +0000 2013","randolphburrr","en",false,"Eastern Time (US & Canada)",1914
"4272870988","",,"Pamela_Moore13","","",,,,"","pamela_moore13","",,"",
"1701955429","Zachary Freeman",831,"ZzzacharyZzz","Baltimore, MD","i work out hard as fuck, bench press and lift as much as I can, so if me and the cops ever get into it… God bless the one that I grab #FTP #ACAB #BlackPower",14,899,2290,"Mon Aug 26 13:25:39 +0000 2013","zzzacharyzzz","en",false,"Eastern Time (US & Canada)",1700
"1710804738","Steven Cook",1454,"CooknCooks","United States","HI FBI !!! #TRUMP, #Trump2016, @realdonaldtrum, #WAKEUPAMERICA, #MakeAmericaGreatAgain, #SOCIALMEDIA, #Blogger, #PJNET, #CCOT, #Chicago,, #MASTER, #MUSIC,",15,1468,2447,"Thu Aug 29 19:45:40 +0000 2013","cookncooks","en",false,"Pacific Time (US & Canada)",2188
"1715190968","One Mighty Fish",831,"OneMightyFish","USA","People are just afraid of things too much. Afraid of things that don't necessarily merit fear  - Franc Oceanþ#BlackToLive",13,698,1978,"Sat Aug 31 09:33:57 +0000 2013","onemightyfish","en",false,"Eastern Time (US & Canada)",1718
"1715424829","Mackenzie Donovan",577,"KenzDonovan","United States","Const Conservative Patriot Mamma❤️Defending #Liberty & #Freedom!❤️Luv #fam #friends #dogs & dancing cha-cha-cha!❤️",10,536,2609,"Sat Aug 31 11:06:09 +0000 2013","kenzdonovan","en",false,"Eastern Time (US & Canada)",2300
"1716228906","Jasmin Jacobs",575,"Jani_s_Jac","USA","þ#FreeGuwop #BlackLivesALWAYSMattered",10,906,2405,"Sat Aug 31 17:14:08 +0000 2013","jani_s_jac","en",false,"Eastern Time (US & Canada)",2217
"1716561367","Ida Marks",925,"IIddaaMarks","USA","An unexamined life is not worth living. –Socrates",14,1080,3051,"Sat Aug 31 19:07:08 +0000 2013","iiddaamarks","en",false,"Eastern Time (US & Canada)",2194
"1720117201","Donna from USA",1552,"DonnaBRivera","USA","Constitutional Conservative #1A #2A #NRA #StandWithIsrael #TCOT #CCOT #LNYHBT #ProLife #SupportMilitary #BlueLivesMatter #SecureTheBorder #GodBlessAmerica",33,1623,1772,"Sun Sep 01 20:02:10 +0000 2013","donnabrivera","en",false,"Eastern Time (US & Canada)",2341
"1720981580","Hunter Odom",2001,"HunterOddddom","USA","Life is 10% what happens to me and 90% of how I react to it. –Charles Swindoll",24,2727,2615,"Mon Sep 02 02:57:06 +0000 2013","hunteroddddom","en",false,"Eastern Time (US & Canada)",2076
"1727482238","Fluffy Melvin",2658,"MelvinSRoberts","","Internet junkie #hashtagwars lover!",30,3169,3562,"Wed Sep 04 03:45:27 +0000 2013","melvinsroberts","en",false,"Eastern Time (US & Canada)",4874
"1768259989","Clyde Pratt",847,"mrclydepratt","USA, Atlanta","Life is a beautiful struggle. Seek enlightenment, not hateþ#BlackToLive",23,914,1996,"Sat Sep 07 19:16:06 +0000 2013","mrclydepratt","en",false,"Eastern Time (US & Canada)",1978
"1833223908","Dorothie",2315,"DorothieBell","USA","Conservative wife, mother! Extremely proud of our veterans!! Lets take this once great country back!!!",33,1893,3166,"Sun Sep 08 19:08:41 +0000 2013","dorothiebell","en",false,"Eastern Time (US & Canada)",3069
"1856828959","Deandre Gregory",415,"OGDeandre","Florida, USA","Read the mess I tweet & retweet about & you'll have an idea of the kinda person I am✌",11,774,1989,"Thu Sep 12 09:04:03 +0000 2013","ogdeandre","en",false,"Eastern Time (US & Canada)",1703
"1859674386","Michael Garcia",453,"DrMichaelGarcia","US","I make privileged people upset #BlackLivesMatter #FistsUpAfrosOut",11,851,2937,"Fri Sep 13 06:39:11 +0000 2013","drmichaelgarcia","en",false,"Eastern Time (US & Canada)",2295
"1868496344","Briana Ragland",415,"brianaregland","USA","Black is my religion. If you buy me lipstick we go together #AllBlackEverything #WokeAF",12,768,3221,"Sun Sep 15 17:11:49 +0000 2013","brianaregland","en",false,"Eastern Time (US & Canada)",2938
"1868981054","Ryan Maxwell",1990,"RyanMaxwell_1","United States","Conservative. sports fan. Doing what I love, promoting Conservatism. #PJNET #TCOT #Conservative",25,1839,1102,"Sun Sep 15 19:45:16 +0000 2013","ryanmaxwell_1","en",false,"Pacific Time (US & Canada)",1853
"1914760610","Raven Nicholson",860,"ravenicholson","NYC","Everybody deserves to know they too can be the hero of a story. I’m just a regular guy trying to put those heroes in stories",10,807,2437,"Sat Sep 28 17:17:28 +0000 2013","ravenicholson","en",false,"Eastern Time (US & Canada)",1645
"2233297178","Артур Буранов",1628,"ArturBuranof","Москва, Россия","Лучшее средство привить детям любовь к отечеству состоит в том, чтобы эта любовь была у отцов.",1,405,615,"Fri Dec 06 17:29:56 +0000 2013","arturburanof","ru",false,"Yerevan",1350
"2388391757","Бучин Боря",215,"Boryabuchin","Москва, Россия","Москва, как много в этом звуке Для сердца русского слилось, Как много в нем отозвалось!",1,108,1476,"Thu Mar 06 13:29:09 +0000 2014","boryabuchin","ru",false,"Baku",1357
"2404145297","Мистер Пудинг",85,"Puddin_Leto","","Вы верите в дружбу, а я верю в шантаж.",0,81,2264,"Wed Mar 12 07:09:51 +0000 2014","puddin_leto","ru",false,"Moscow",1310
"2415525154","Артём Захаров",69,"teZaharov","Москва, Россия","Высшая доблесть состоит в том, чтобы совершать в одиночестве то, на что люди отваживаются лишь в присутствии многих свидетелей.",0,2111,406,"Sun Mar 16 16:04:57 +0000 2014","tezaharov","ru",false,"Volgograd",586
"2419886435","Валентина Дмитриева",811,"Valeyina_Dm","Мурманск","Против белоленточной чумы #ЯПатриотка",1,2466,354,"Tue Mar 18 11:53:29 +0000 2014","valeyina_dm","ru",false,"Moscow",1312
"2422793627","БогданКравцов",1564,"BogdanKravcov","Санкт-Петербург","Любовь к Отечеству - это готовность защищать его независимость.",4,2741,908,"Wed Mar 19 15:33:40 +0000 2014","bogdankravcov","ru",false,"Baku",1619
"2478383999","Алексей Лапин",679,"_SashaLapin","","У Пушкина есть грандиозная фраза...þГордиться славою своих предков не только можно, но и должно. Не уважать оной есть постыдное малодушие",4,2219,345,"Sat Apr 12 09:09:27 +0000 2014","_sashalapin","ru",false,"Volgograd",1237
"2484642526","Warfare Worldwide",7481,"WarfareWW","","Political & Military Analyst",565,23876,247,"Mon Apr 14 17:32:56 +0000 2014","warfareww","en",false,"St. Petersburg",2618
"2491081213","Wade Harriot",1040,"wadeharriot","USA","Christian, Husband, Father, American, Conservative, Tea Party, Fisherman, Gun Owner, Engineer, USN Vet #BodyLife #TCOT #TGDN #2A #TPFA #CruzCrew #PJNET",25,1363,4478,"Mon May 12 07:50:03 +0000 2014","wadeharriot","en",false,"Eastern Time (US & Canada)",3089
"2492948562","Jadon Hutchinson",1234,"JadonHutchinson","USA","People often say that motivation doesn’t last. Well, neither does bathing. That’s why we recommend it daily.",28,888,2831,"Tue May 13 13:09:48 +0000 2014","jadonhutchinson","en",false,"Eastern Time (US & Canada)",2139
"2494509505","Мария Котова",62,"Kotovamarys","Калининград, Россия","Родина там, где чувствуешь себя свободно.",1,4515,990,"Wed May 14 18:11:36 +0000 2014","kotovamarys","ru",false,"Volgograd",747
"2495567768","San Francisco Daily",5128,"DailySanFran","San Francisco, CA","Follow for San Francisco's breaking news, special reports, entertainment and more from @DailySanFran",159,16812,1,"Thu May 15 03:22:22 +0000 2014","dailysanfran","en",false,"Pacific Time (US & Canada)",32546
"2498271878","Jake Fischer",1828,"interFischer","United States","I believe in God, Bible, Country, 2nd Amendment rights. I Stand by Israel, Supporter of TRADITIONAL Marriageþ#RedNationRising",15,1609,494,"Fri May 16 10:36:48 +0000 2014","interfischer","en",false,"Eastern Time (US & Canada)",1033
"2501947239","Таисия Авдеева",279,"TaisiaAvdeeva","Москва, Россия","Сегодня я настоящая ватница: в ватнике, со сладкой ватой и только что от Соловьева",1,2535,2168,"Tue Apr 22 14:33:37 +0000 2014","taisiaavdeeva","ru",false,"Volgograd",937
"2504171440","Ольга Ильина",87,"patriotka_rusi","Москва","умная",4,75,631,"Wed Apr 23 14:33:08 +0000 2014","patriotka_rusi","ru",false,"Moscow",548
"2512420407","Руслан Рогов",75,"russilanrogov","Калуга, Россия","Умом Россию не понять, Аршином общим не измерить: У ней особенная стать — В Россию можно только верить.",3,4507,1644,"Sun Apr 27 11:14:41 +0000 2014","russilanrogov","ru",false,"Volgograd",657
"2512994207","Невротик",120,"rusnevrotik","","",1,97,2658,"Sun Apr 27 16:34:47 +0000 2014","rusnevrotik","ru",false,"Moscow",1912
"2514979491","Старая разведчица",549,"razvedchica_","Я везде","За Россию! Знаю много, говорю мало",3,2360,1261,"Mon Apr 28 15:37:43 +0000 2014","razvedchica_","ru",false,"Volgograd",1135
